CASE_NUMBER,CASE_DATE,CASE_ADDRESS,CASE_STATUS,DESCRIPTION,VICT_TYPE,vict_type_generic,case_vict_type_generic,weapon_inferred,name_is_vague,null_dob,age_at_case,RACE,SEX,person_uid_is_custom_match,person_uid
17H0033,2017-02-01,1700 N BENTALOU ST,OPEN,PERSON OF INTEREST,,,HOMICIDE,Firearm,1,0,19,BLACK,MALE,0,a9d81e73c6
17H0033,2017-02-01,1700 N BENTALOU ST,OPEN,PERSON OF INTEREST,,,HOMICIDE,Firearm,1,0,18,BLACK,MALE,0,a9d81e73c6
17H0033,2017-02-01,1700 N BENTALOU ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,21,BLACK,MALE,0,24a853160b
17H0034,2017-02-01,4700 HAMPNETT AV,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,18,BLACK,MALE,0,582bfd9732
17H0034,2017-02-01,4700 HAMPNETT AV,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,19,BLACK,MALE,0,9e561005ad
17H0034,2017-02-01,4700 HAMPNETT AV,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,20,BLACK,MALE,0,b173124a77
17V0063,2017-02-01,700 BEAUMONT AV,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,55,BLACK,MALE,0,aa7a65a73b
17V0063,2017-02-01,700 BEAUMONT AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,33,BLACK,MALE,0,b8ec3e6e89
17H0035,2017-02-02,3901 PASCAL AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,53,BLACK,MALE,0,ec219b79cf
17H0037,2017-02-02,3700 7TH ST,CLOSED,SUSPECT,,,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,18,BLACK,MALE,0,3ab61b99a5
17H0037,2017-02-02,3700 7TH ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,24,BLACK,MALE,0,53b2cd8cee
17H0037,2017-02-02,3700 7TH ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,43,BLACK,MALE,0,d3177347d0
17H0036,2017-02-03,4701 PARKSIDE GARDEN DR,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,22,BLACK,MALE,0,4cc52e35fd
17H0036,2017-02-03,4701 PARKSIDE GARDEN DR,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,20,BLACK,FEMALE,0,743d498ecb
17H0038,2017-02-03,2600 ULMAN AV,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,29,BLACK,MALE,0,d4ec3873ea
17H0038,2017-02-03,2600 ULMAN AV,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,25,BLACK,MALE,0,7c1011605a
17V0065,2017-02-03,30 W NORTH AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,37,BLACK,MALE,1,ab142a8575
17V0067,2017-02-03,1832 W FRANKLIN ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,18,BLACK,MALE,0,339b9b8d4d
17V0067,2017-02-03,1832 W FRANKLIN ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,30,BLACK,MALE,0,087e8d527c
17V0067,2017-02-03,1832 W FRANKLIN ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,25,BLACK,MALE,0,5d737b51f3
17V0069,2017-02-04,400 E NORTH AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,24,BLACK,MALE,0,c408a1b30a
17V0069,2017-02-04,400 E NORTH AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,40,BLACK,MALE,0,53271c304f
17H0039,2017-02-05,2400 HOLLINS FERRY RD,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,21,BLACK,MALE,0,2d5dce127f
17H0040,2017-02-06,1300 W PRATT ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,22,BLACK,MALE,0,ca6bd84d62
17V0070,2017-02-06,2737 THE ALAMEDA,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,22,BLACK,MALE,1,1461c175f3
17V0071,2017-02-06,2300 CALLOW AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,20,BLACK,MALE,0,096c9c9353
17V0071,2017-02-06,2300 CALLOW AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,f9de25c5f4
17V0072,2017-02-07,001 S STOCKTON ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,56fc9ad4da
17H0042,2017-02-08,1800 W SARATOGA ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,28,BLACK,MALE,0,524f5b37b1
17H0043,2017-02-08,2819 KIRK AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,42,BLACK,MALE,0,c9fba5f1c4
17V0073,2017-02-08,600 LAURENS ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,33,BLACK,MALE,0,277a4f15fa
17V0073,2017-02-08,600 LAURENS ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,33,BLACK,MALE,1,2e65cdca5c
17V0073,2017-02-08,600 LAURENS ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,16,BLACK,MALE,0,feedc5f00c
17V0073,2017-02-08,600 LAURENS ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,33,BLACK,MALE,1,2e65cdca5c
17V0073,2017-02-08,600 LAURENS ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,6b199b2f0e
17V0073,2017-02-08,600 LAURENS ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,16,BLACK,MALE,0,feedc5f00c
17V0076,2017-02-08,2700 W COLD SPRING LA,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,30,BLACK,MALE,0,b940effed3
17H0044,2017-02-09,200 N HILTON ST,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,16,BLACK,MALE,0,2655a31517
17H0044,2017-02-09,200 N HILTON ST,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,18,BLACK,MALE,0,339b9b8d4d
17H0044,2017-02-09,200 N HILTON ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,21,BLACK,MALE,0,25837a5e41
17V0078,2017-02-09,2500 DENISON ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,22,BLACK,MALE,0,dfc6888785
17V0079,2017-02-09,2000 DENISON ST,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,46,BLACK,MALE,0,d1abfebeb4
17V0079,2017-02-09,2000 DENISON ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,33,BLACK,MALE,0,30e69ce351
17V0080,2017-02-10,400 E 25TH ST,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,37,BLACK,MALE,0,797d5787c6
17V0080,2017-02-10,400 E 25TH ST,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,49,BLACK,MALE,0,797d5787c6
17V0080,2017-02-10,400 E 25TH ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,46,BLACK,MALE,0,472e25035e
17V0081,2017-02-11,4700 CHATFORD AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,17,BLACK,MALE,0,c9d6f51c6e
17V0082,2017-02-11,800 CLINTWOOD CT,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,20,BLACK,MALE,0,b16c2338a5
17H0045,2017-02-12,5100 CORDELIA AV,OPEN,PERSON OF INTEREST,,,HOMICIDE + NON FATAL SHOOTING,Firearm,1,0,30,BLACK,MALE,0,71ebbd308c
17H0045,2017-02-12,5100 CORDELIA AV,OPEN,PERSON OF INTEREST,,,HOMICIDE + NON FATAL SHOOTING,Firearm,1,0,33,BLACK,MALE,0,71ebbd308c
17H0045,2017-02-12,5100 CORDELIA AV,OPEN,PERSON OF INTEREST,,,HOMICIDE + NON FATAL SHOOTING,Firearm,1,0,26,BLACK,MALE,0,71ebbd308c
17H0045,2017-02-12,5100 CORDELIA AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,22,WHITE,FEMALE,0,2dd905b52c
17H0045,2017-02-12,5100 CORDELIA AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,27,BLACK,MALE,0,5dc85e4037
17V0083,2017-02-12,1700 FREDERICK AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,0,8ecd00e308
17H0046,2017-02-13,322 LYNDHURST ST,OPEN,PERSON OF INTEREST,,,HOMICIDE,Firearm,1,0,17,BLACK,MALE,0,f707c8fd8e
17H0046,2017-02-13,322 LYNDHURST ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,18,BLACK,MALE,0,6cc39ba6c9
17V0084,2017-02-13,1800 RUTLAND AV,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,34,BLACK,MALE,0,813cab9e88
17V0084,2017-02-13,1800 RUTLAND AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,44,BLACK,MALE,0,aaf78d5715
17V0085,2017-02-13,1115 N WOODYEAR ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,40,BLACK,FEMALE,0,4f5b2c2edd
17V0086,2017-02-15,1800 N SMALLWOOD ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,17,BLACK,MALE,0,64c9d041fb
17V0086,2017-02-15,1800 N SMALLWOOD ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,23,BLACK,MALE,1,7757b2c6fc
17V0086,2017-02-15,1800 N SMALLWOOD ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,25,BLACK,MALE,0,ace488be63
17V0086,2017-02-15,1800 N SMALLWOOD ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,20,BLACK,MALE,0,0c30c06980
17V0086,2017-02-15,1800 N SMALLWOOD ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,28,BLACK,MALE,0,d3136ac1e9
17V0087,2017-02-17,1503 MONTPELIER ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,37,BLACK,MALE,0,18ba2aa8dd
17V0088,2017-02-17,600 W LEXINGTON ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,25,BLACK,MALE,0,1c01ed74c1
17V0088,2017-02-17,600 W LEXINGTON ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,47,BLACK,MALE,0,a8fe173e46
17H0048,2017-02-18,400 S MOUNT ST,OPEN,SUSPECT,,,HOMICIDE,Firearm,0,0,19,BLACK,MALE,0,5c9ec7a782
17H0048,2017-02-18,400 S MOUNT ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,41,BLACK,MALE,0,301cd72ee1
17V0089,2017-02-18,2100 MARYLAND AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,42,BLACK,MALE,0,26e3040832
17V0090,2017-02-18,1800 WILHELM ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,31,BLACK,MALE,0,c2d681b765
17V0091,2017-02-18,1100 RUSSELL ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,24,BLACK,FEMALE,0,8a20f6893f
17V0091,2017-02-18,1100 RUSSELL ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,42b0f27b9c
17V0092,2017-02-19,3300 REISTERSTOWN RD,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,30,BLACK,MALE,0,110208def7
17V0092,2017-02-19,3300 REISTERSTOWN RD,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,30,BLACK,MALE,0,1fd5353a14
17V0092,2017-02-19,3300 REISTERSTOWN RD,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,30,BLACK,MALE,0,1fd5353a14
17V0092,2017-02-19,3300 REISTERSTOWN RD,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,27,BLACK,MALE,0,9628e0c415
17H0049,2017-02-21,2800 WENBURN ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,26,BLACK,MALE,0,d48e791c12
17V0093,2017-02-21,2000 ROBB ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,27,BLACK,MALE,0,e5c56361c6
17V0093,2017-02-21,2000 ROBB ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,41,BLACK,MALE,0,a59df74504
17H0050,2017-02-22,531 BRUNSWICK ST,CLOSED,SUSPECT,,,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,48,BLACK,MALE,0,9bde11cbb1
17H0050,2017-02-22,531 BRUNSWICK ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,40,BLACK,MALE,0,15133b3d3a
17H0050,2017-02-22,531 BRUNSWICK ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,50,BLACK,MALE,0,843d5196c6
17V0094,2017-02-22,1200 E LAFAYETTE AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,34,BLACK,MALE,0,6063c72122
17V0094,2017-02-22,1200 E LAFAYETTE AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,36,BLACK,MALE,0,a2c7ee2307
17H0051,2017-02-23,3700 REISTERSTOWN RD,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,38,BLACK,MALE,0,8443b8dcc4
17H0051,2017-02-23,3700 REISTERSTOWN RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,34,BLACK,MALE,0,e7415fa4f6
17V0095,2017-02-23,400 E PATAPSCO AV,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,26,BLACK,MALE,0,0db623cedc
17V0095,2017-02-23,400 E PATAPSCO AV,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,22,BLACK,MALE,0,0db623cedc
17V0095,2017-02-23,400 E PATAPSCO AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,17,BLACK,MALE,0,088d642740
17V0095,2017-02-23,400 E PATAPSCO AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,34,BLACK,FEMALE,0,180337cd15
17V0095,2017-02-23,400 E PATAPSCO AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,18,BLACK,MALE,0,5f70cec592
17V0096,2017-02-23,2200 ANNAPOLIS RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,25,BLACK,MALE,0,d7c5850baf
17V0097,2017-02-23,1200 N LUZERNE AV,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,24,BLACK,MALE,0,09f8c63ab6
17V0097,2017-02-23,1200 N LUZERNE AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,25,BLACK,MALE,0,68de24e532
17V0097,2017-02-23,1200 N LUZERNE AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,28,BLACK,MALE,0,9fb89762d5
17V0097,2017-02-23,1200 N LUZERNE AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,e49d541a37
17V0098,2017-02-25,3900 BELVIEU AV,CLOSED,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,32,BLACK,MALE,0,eccb35f17a
17V0098,2017-02-25,3900 BELVIEU AV,CLOSED,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,31,BLACK,MALE,0,eccb35f17a
17V0098,2017-02-25,3900 BELVIEU AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,20,BLACK,MALE,0,85fa8e6239
17V0098,2017-02-25,3900 BELVIEU AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,28,BLACK,MALE,0,a2451baf57
17V0098,2017-02-25,3900 BELVIEU AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,40,BLACK,MALE,0,8ca1806bc9
17H0052,2017-02-26,2600 W FAIRMOUNT AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,35,BLACK,MALE,0,6c99365306
17V0099,2017-02-26,2000 W SARATOGA ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,37,BLACK,FEMALE,0,7f229fdcb6
17V0099,2017-02-26,2000 W SARATOGA ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,37,BLACK,MALE,0,bc34245df6
17V0099,2017-02-26,2000 W SARATOGA ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,38,BLACK,FEMALE,0,12b6bf7b6d
17H0055,2017-02-28,1500 PENNSYLVANIA AV,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,35,BLACK,MALE,0,90ba503e9b
17H0055,2017-02-28,1500 PENNSYLVANIA AV,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,31,BLACK,MALE,0,702c8e515f
17V0100,2017-03-01,5600 THE ALAMEDA,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,24,BLACK,MALE,0,39ab7aaca6
17V0100,2017-03-01,5600 THE ALAMEDA,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,24,BLACK,MALE,0,39ab7aaca6
17V0100,2017-03-01,5600 THE ALAMEDA,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,23,BLACK,MALE,0,68676c877e
17V0101,2017-03-01,5911 WINTHROPE AV,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,20,BLACK,MALE,0,80e5176364
17V0101,2017-03-01,5911 WINTHROPE AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,20,BLACK,MALE,0,be11938ad3
17V0102,2017-03-01,2342 E MONUMENT ST,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,24,BLACK,MALE,0,e488848c11
17V0102,2017-03-01,2342 E MONUMENT ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,33,BLACK,MALE,0,39f7af6114
17V0103,2017-03-02,1000 N KENWOOD AV,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,21,BLACK,MALE,0,b2689c8f18
17V0103,2017-03-02,1000 N KENWOOD AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,dea6752592
17V0104,2017-03-02,1300 N STOCKTON ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,19,BLACK,MALE,0,c399073fee
17V0104,2017-03-02,1300 N STOCKTON ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,30,BLACK,MALE,0,14199984cd
17V0105,2017-03-05,2900 OAKFORD AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,19,BLACK,MALE,0,e9a8bf1d71
17V0106,2017-03-05,4300 W ROGERS AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,27,BLACK,MALE,0,e8d5c73ce1
17V0106,2017-03-05,4300 W ROGERS AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,33,BLACK,MALE,0,f3d764a1d7
17H0056,2017-03-08,300 S BRUCE ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,40,BLACK,MALE,0,cbbf7908c0
17H0057,2017-03-08,200 S BROADWAY,OPEN,PERSON OF INTEREST,,,HOMICIDE,Firearm,1,0,19,BLACK,MALE,0,95c3707a0a
17H0057,2017-03-08,200 S BROADWAY,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,26,BLACK,MALE,0,d40c94732d
17V0108,2017-03-08,3400 W LEXINGTON ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,0,6ff1e91e8f
17H0059,2017-03-09,3400 W SARATOGA ST,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,24,BLACK,MALE,0,8be8757e4a
17H0059,2017-03-09,3400 W SARATOGA ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,23,BLACK,MALE,1,0708026923
17H0060,2017-03-09,2600 KIRK AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,30,BLACK,MALE,0,a15dbf49f5
17V0109,2017-03-10,2000 BRYANT AV,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,18,BLACK,MALE,0,04ca1355f7
17V0109,2017-03-10,2000 BRYANT AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,70dc257c73
17H0061,2017-03-11,100 W HAMBURG ST,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,27,BLACK,MALE,0,32ba11621c
17H0061,2017-03-11,100 W HAMBURG ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,33,BLACK,MALE,0,45964bd037
17V0111,2017-03-11,1700 W BALTIMORE ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,15,BLACK,MALE,0,17d221028f
17V0111,2017-03-11,1700 W BALTIMORE ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,14,BLACK,MALE,0,73f9b64704
17V0111,2017-03-11,1700 W BALTIMORE ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,58,BLACK,MALE,0,ba6265efb3
17H0062,2017-03-13,1500 RETREAT ST,OPEN,PERSON OF INTEREST,,,HOMICIDE,Firearm,1,0,22,BLACK,MALE,0,c773ebf694
17H0062,2017-03-13,1500 RETREAT ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,30,BLACK,MALE,0,bed8f5f01b
17V0112,2017-03-13,1300 HARLEM AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,25,BLACK,MALE,0,4bf04b8fef
17V0113,2017-03-13,6200 SHIPVIEW WY,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,29,BLACK,MALE,0,b4982dbe13
17V0113,2017-03-13,6200 SHIPVIEW WY,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,31,HISPANIC,MALE,0,9cd2b541bd
17H0064,2017-03-15,1500 PENNSYLVANIA AV,OPEN,PERSON OF INTEREST,,,HOMICIDE,Firearm,1,0,19,BLACK,MALE,0,c4e2a020ad
17H0064,2017-03-15,1500 PENNSYLVANIA AV,OPEN,PERSON OF INTEREST,,,HOMICIDE,Firearm,1,0,19,BLACK,MALE,0,c4e2a020ad
17H0064,2017-03-15,1500 PENNSYLVANIA AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,24,BLACK,MALE,0,e566eaa84c
17V0115,2017-03-15,1600 HOLLINS ST,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,18,BLACK,MALE,0,cc20b88dcb
17V0115,2017-03-15,1600 HOLLINS ST,OPEN,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,14,BLACK,MALE,0,cc20b88dcb
